unique_id,start_tick,end_tick,thrower_steamid,thrower_name
2284944194945102597,11827,13115,76561198398225818,Skoger
8509677400399666000,13807,15095,76561197980850558,KKKONG--
5658220941720701132,15804,17092,76561198004292307,MrDorsi
7590782008358475138,15982,17270,76561197981134839,Keisar1
5941004007791424153,21010,22298,76561198398225818,Skoger
7927661369961611979,21694,22975,76561198004277049,ODSMO
5111771452192756844,22426,23707,76561197985108819,GAMPLAAJA
4571850234845368844,23657,24938,76561198013827407,Pipsa_Possu
2944341745956173269,23813,25101,76561197980850558,KKKONG--
2204129304819343432,24678,25959,76561197992646865,Lyomis
818666072289631148,29319,30607,76561198398225818,Skoger
5674022569165310340,30167,31455,76561198004292307,MrDorsi
895813333328406670,30306,31587,76561197984235105,PieniPippeli
7881861877266388410,30354,31635,76561198013827407,Pipsa_Possu
5484607818082339524,31990,32964,76561197992646865,Lyomis
6591457962777007320,34810,36091,76561198013827407,Pipsa_Possu
2512647326257409285,34903,36191,76561198398225818,Skoger
8054517384378197829,35984,37265,76561197985108819,GAMPLAAJA
3767531755682992372,36601,37882,76561198004277049,ODSMO
6092510238899602329,37350,37973,76561197992646865,Lyomis
6621247413607947444,37612,37973,76561198004292307,MrDorsi
4382551895642442611,39890,40955,76561197980401280,Fanaatti
1665784011501354614,39933,40955,76561198398225818,Skoger
6108149124792931216,39999,40955,76561198004292307,MrDorsi
3883897273066674093,42713,43994,76561197984235105,PieniPippeli
4935908189931634919,43616,44904,76561197980850558,KKKONG--
4381846045970967323,45338,46626,76561197980401280,Fanaatti
1978266237496832335,46154,47442,76561197981134839,Keisar1
1289869909710861342,50744,52032,76561198398225818,Skoger
5795158659872890705,52002,53290,76561197981134839,Keisar1
3545675378029037671,52937,54225,76561197980850558,KKKONG--
2746576708743472735,55971,57252,76561197984235105,PieniPippeli
8540382173478999874,57027,58315,76561197980401280,Fanaatti
8686933854490949665,57106,58397,76561198013827407,Pipsa_Possu
7186458290565628444,59626,60914,76561198004292307,MrDorsi
8317222518409929217,59941,61222,76561198004277049,ODSMO
4745303961744184282,60281,61565,76561197992646865,Lyomis
7596427718081606291,63850,65131,76561198013827407,Pipsa_Possu
2821867790968997073,64341,65629,76561198398225818,Skoger
6735810465703461164,64580,65868,76561198004277049,ODSMO
5061829470717586336,66220,67501,76561197992646865,Lyomis
1644796450510468066,66870,68158,76561197980401280,Fanaatti
290025537687025230,67001,68289,76561197980850558,KKKONG--
3671719984467384518,67517,68798,76561197985108819,GAMPLAAJA
4053067146631569366,68999,70287,76561197981134839,Keisar1
5409612800525484002,69652,70474,76561198004292307,MrDorsi
968507992826731904,72328,73616,76561198398225818,Skoger
5768252962212856951,76370,77658,76561197984235105,PieniPippeli
3573160829628613142,80017,81298,76561198398225818,Skoger
444187398278417329,81247,82528,76561197981134839,Keisar1
5007565618727360763,81588,82869,76561198013827407,Pipsa_Possu
4970607835340206064,81599,82880,76561197980401280,Fanaatti
715606339252606472,84853,86134,76561198004292307,MrDorsi
8367053891150885121,86745,88033,76561197984235105,PieniPippeli
4149624204623220414,87460,88741,76561198398225818,Skoger
6147982271349986835,87592,88873,76561197980401280,Fanaatti
5759972669294128289,88279,89560,76561197981134839,Keisar1
8233137922079230445,92141,93422,76561198004292307,MrDorsi
2969458219069905840,93353,94634,76561197981134839,Keisar1
7331542608114398191,97778,99059,76561197980850558,KKKONG--
1910708714624301487,97817,99098,76561197992646865,Lyomis
8040971973633576024,97856,99137,76561197981134839,Keisar1
7172317629939316528,98193,99481,76561198013827407,Pipsa_Possu
6323620636685092344,99104,100392,76561197984235105,PieniPippeli
