unique_id,start_tick,end_tick,thrower_steamid,thrower_name
4628407023577445021,11827,13115,76561198398225818,Skoger
4267670479947092792,13807,15095,76561197980850558,KKKONG--
737411398619046540,15804,17092,76561198004292307,MrDorsi
3903316789769762078,15982,17270,76561197981134839,Keisar1
3254609215432142282,21010,22298,76561198398225818,Skoger
8356513225407328223,21694,22975,76561198004277049,ODSMO
7192739974868847018,22426,23707,76561197985108819,GAMPLAAJA
5486741433673388971,23657,24938,76561198013827407,Pipsa_Possu
8740813120222479687,23813,25101,76561197980850558,KKKONG--
4446449051730453757,24678,25959,76561197992646865,Lyomis
3509065177065031925,29319,30607,76561198398225818,Skoger
4793184189216928338,30167,31455,76561198004292307,MrDorsi
2401753572111705487,30306,31587,76561197984235105,PieniPippeli
6670385069236398461,30354,31635,76561198013827407,Pipsa_Possu
4774016185671286961,31990,32964,76561197992646865,Lyomis
4677448590423588464,34810,36091,76561198013827407,Pipsa_Possu
507712181951592326,34903,36191,76561198398225818,Skoger
3805081415722135298,35984,37265,76561197985108819,GAMPLAAJA
3182264184653132094,36601,37882,76561198004277049,ODSMO
8312623033709794434,37350,37973,76561197992646865,Lyomis
7177092571032553193,37612,37973,76561198004292307,MrDorsi
1914543484888733964,39890,40955,76561197980401280,Fanaatti
8294735981252342195,39933,40955,76561198398225818,Skoger
4347400261948291240,39999,40955,76561198004292307,MrDorsi
3732319417819421500,42713,43994,76561197984235105,PieniPippeli
1096691124793536222,43616,44904,76561197980850558,KKKONG--
5690084860327252362,45338,46626,76561197980401280,Fanaatti
917037983260241156,46154,47442,76561197981134839,Keisar1
1462704764178918460,50744,52032,76561198398225818,Skoger
8116884206203767751,52002,53290,76561197981134839,Keisar1
8814951192995218147,52937,54225,76561197980850558,KKKONG--
4013198056814344211,55971,57252,76561197984235105,PieniPippeli
1714087592536771912,57027,58315,76561197980401280,Fanaatti
7895317931023543146,57106,58397,76561198013827407,Pipsa_Possu
608486792312301581,59626,60914,76561198004292307,MrDorsi
3058043106761221441,59941,61222,76561198004277049,ODSMO
1533298168806451211,60281,61565,76561197992646865,Lyomis
7152385019551652497,63850,65131,76561198013827407,Pipsa_Possu
5216781300471547296,64341,65629,76561198398225818,Skoger
3079527889376102430,64580,65868,76561198004277049,ODSMO
4108194101330219613,66220,67501,76561197992646865,Lyomis
3511717539206242342,66870,68158,76561197980401280,Fanaatti
6800901864777149875,67001,68289,76561197980850558,KKKONG--
4893003128005297053,67517,68798,76561197985108819,GAMPLAAJA
7390839718621311325,68999,70287,76561197981134839,Keisar1
7332452684942665317,69652,70474,76561198004292307,MrDorsi
61417274799083383,72328,73616,76561198398225818,Skoger
7292316333751059337,76370,77658,76561197984235105,PieniPippeli
1952664789786646665,80017,81298,76561198398225818,Skoger
5733186086306998607,81247,82528,76561197981134839,Keisar1
4814324635255540004,81588,82869,76561198013827407,Pipsa_Possu
7530119862762203750,81599,82880,76561197980401280,Fanaatti
8711537883854423172,84853,86134,76561198004292307,MrDorsi
8303913315387378955,86745,88033,76561197984235105,PieniPippeli
2718186059344292717,87460,88741,76561198398225818,Skoger
5823208979569902425,87592,88873,76561197980401280,Fanaatti
2424350854383136356,88279,89560,76561197981134839,Keisar1
1495831854746508069,92141,93422,76561198004292307,MrDorsi
5810430490268430688,93353,94634,76561197981134839,Keisar1
10790367062792396,97778,99059,76561197980850558,KKKONG--
4194335756362168487,97817,99098,76561197992646865,Lyomis
8391272982291379846,97856,99137,76561197981134839,Keisar1
681277704419888940,98193,99481,76561198013827407,Pipsa_Possu
2272969685079465260,99104,100392,76561197984235105,PieniPippeli
