unique_id,start_tick,end_tick,thrower_steamid,thrower_name
849957500534029588,11827,13115,76561198398225818,Skoger
8545864542452645111,13807,15095,76561197980850558,KKKONG--
8067363738443915689,15804,17092,76561198004292307,MrDorsi
5625903620821949785,15982,17270,76561197981134839,Keisar1
2204447303632316866,21010,22298,76561198398225818,Skoger
3910095961001748967,21694,22975,76561198004277049,ODSMO
7512916269024157609,22426,23707,76561197985108819,GAMPLAAJA
5843242840980650196,23657,24938,76561198013827407,Pipsa_Possu
7032018099819178599,23813,25101,76561197980850558,KKKONG--
4109017122727238380,24678,25959,76561197992646865,Lyomis
2187048460535850347,29319,30607,76561198398225818,Skoger
3560353209242117934,30167,31455,76561198004292307,MrDorsi
7736477802118963343,30306,31587,76561197984235105,PieniPippeli
6636653641254634692,30354,31635,76561198013827407,Pipsa_Possu
2804444818536228143,31990,32964,76561197992646865,Lyomis
1276234264785321212,34810,36091,76561198013827407,Pipsa_Possu
350805535961623439,34903,36191,76561198398225818,Skoger
4766571717344621411,35984,37265,76561197985108819,GAMPLAAJA
1248758017293150687,36601,37882,76561198004277049,ODSMO
5761035538125111076,37350,37973,76561197992646865,Lyomis
6033808112970976151,37612,37973,76561198004292307,MrDorsi
7951328917047426719,39890,40955,76561197980401280,Fanaatti
997321265671085034,39933,40955,76561198398225818,Skoger
5555805850911457192,39999,40955,76561198004292307,MrDorsi
8111411072005300973,42713,43994,76561197984235105,PieniPippeli
4975195905407986467,43616,44904,76561197980850558,KKKONG--
4151583960759229665,45338,46626,76561197980401280,Fanaatti
6414252685746871759,46154,47442,76561197981134839,Keisar1
1012598435014248735,50744,52032,76561198398225818,Skoger
1026811447515304868,52002,53290,76561197981134839,Keisar1
8392424522500324145,52937,54225,76561197980850558,KKKONG--
3435596937834708130,55971,57252,76561197984235105,PieniPippeli
8458483143932394891,57027,58315,76561197980401280,Fanaatti
420576149935313898,57106,58397,76561198013827407,Pipsa_Possu
7594381614208553719,59626,60914,76561198004292307,MrDorsi
7831800623155915903,59941,61222,76561198004277049,ODSMO
7573805619899455710,60281,61565,76561197992646865,Lyomis
7468208502893596951,63850,65131,76561198013827407,Pipsa_Possu
3064925398438209328,64341,65629,76561198398225818,Skoger
2664765765960840438,64580,65868,76561198004277049,ODSMO
6206100893603672840,66220,67501,76561197992646865,Lyomis
3110900796046793630,66870,68158,76561197980401280,Fanaatti
7400874849573406715,67001,68289,76561197980850558,KKKONG--
1551991233603035826,67517,68798,76561197985108819,GAMPLAAJA
7032248021936846704,68999,70287,76561197981134839,Keisar1
135683354026103013,69652,70474,76561198004292307,MrDorsi
7214574058440278887,72328,73616,76561198398225818,Skoger
7825357020271208318,76370,77658,76561197984235105,PieniPippeli
4398850315793700407,80017,81298,76561198398225818,Skoger
6373861216612814623,81247,82528,76561197981134839,Keisar1
3344456085025483314,81588,82869,76561198013827407,Pipsa_Possu
9021415223718153092,81599,82880,76561197980401280,Fanaatti
6147474370980617669,84853,86134,76561198004292307,MrDorsi
4891238883920583846,86745,88033,76561197984235105,PieniPippeli
4877690242581708904,87460,88741,76561198398225818,Skoger
5298910325218313378,87592,88873,76561197980401280,Fanaatti
2941725891568816928,88279,89560,76561197981134839,Keisar1
8007794098624251472,92141,93422,76561198004292307,MrDorsi
9096733509860237754,93353,94634,76561197981134839,Keisar1
3504857511439688161,97778,99059,76561197980850558,KKKONG--
8576401804906070086,97817,99098,76561197992646865,Lyomis
4736050264387892649,97856,99137,76561197981134839,Keisar1
5155250278266605870,98193,99481,76561198013827407,Pipsa_Possu
8329557834790345879,99104,100392,76561197984235105,PieniPippeli
