unique_id,start_tick,end_tick,thrower_steamid,thrower_name
4523213777676080848,11827,13115,76561198398225818,Skoger
8720787431105758072,13807,15095,76561197980850558,KKKONG--
8004788597611338237,15804,17092,76561198004292307,MrDorsi
6939800211430489509,15982,17270,76561197981134839,Keisar1
93584021863250962,21010,22298,76561198398225818,Skoger
2774794884965741104,21694,22975,76561198004277049,ODSMO
918429475539152246,22426,23707,76561197985108819,GAMPLAAJA
5337026463454592449,23657,24938,76561198013827407,Pipsa_Possu
4005572427928554833,23813,25101,76561197980850558,KKKONG--
7486192852588830355,24678,25959,76561197992646865,Lyomis
2702555850258004496,29319,30607,76561198398225818,Skoger
8282096075649643738,30167,31455,76561198004292307,MrDorsi
8777545742229696249,30306,31587,76561197984235105,PieniPippeli
3640554898165403450,30354,31635,76561198013827407,Pipsa_Possu
4620559886809765987,31990,32964,76561197992646865,Lyomis
3502573461422602052,34810,36091,76561198013827407,Pipsa_Possu
2366168451991889443,34903,36191,76561198398225818,Skoger
6437673989920361414,35984,37265,76561197985108819,GAMPLAAJA
7734785603583029687,36601,37882,76561198004277049,ODSMO
6881541125459840669,37350,37973,76561197992646865,Lyomis
3302186702361706416,37612,37973,76561198004292307,MrDorsi
5456231377443166831,39890,40955,76561197980401280,Fanaatti
1688571076999573184,39933,40955,76561198398225818,Skoger
6060884175296813937,39999,40955,76561198004292307,MrDorsi
674904133582245706,42713,43994,76561197984235105,PieniPippeli
6300688951768475292,43616,44904,76561197980850558,KKKONG--
1592098635240708221,45338,46626,76561197980401280,Fanaatti
219458278492936627,46154,47442,76561197981134839,Keisar1
1616754801991880113,50744,52032,76561198398225818,Skoger
4675568706564147023,52002,53290,76561197981134839,Keisar1
3521152517629516987,52937,54225,76561197980850558,KKKONG--
3525023819404442596,55971,57252,76561197984235105,PieniPippeli
644402529930048661,57027,58315,76561197980401280,Fanaatti
6048872926721187073,57106,58397,76561198013827407,Pipsa_Possu
6956261981399311125,59626,60914,76561198004292307,MrDorsi
5142996000943511495,59941,61222,76561198004277049,ODSMO
116488181667718461,60281,61565,76561197992646865,Lyomis
4297702732659647843,63850,65131,76561198013827407,Pipsa_Possu
8977175497610712576,64341,65629,76561198398225818,Skoger
7266220333344664535,64580,65868,76561198004277049,ODSMO
6589488116360038330,66220,67501,76561197992646865,Lyomis
4599853587365684678,66870,68158,76561197980401280,Fanaatti
2448529443944452073,67001,68289,76561197980850558,KKKONG--
5560941229500650504,67517,68798,76561197985108819,GAMPLAAJA
5930481285529246416,68999,70287,76561197981134839,Keisar1
5247900943315170202,69652,70474,76561198004292307,MrDorsi
1455207666993383046,72328,73616,76561198398225818,Skoger
4693806406645227761,76370,77658,76561197984235105,PieniPippeli
6025609266364969527,80017,81298,76561198398225818,Skoger
4991731386737307683,81247,82528,76561197981134839,Keisar1
3190087621894277098,81588,82869,76561198013827407,Pipsa_Possu
8374615514573936360,81599,82880,76561197980401280,Fanaatti
433854079838251777,84853,86134,76561198004292307,MrDorsi
5503255416764065766,86745,88033,76561197984235105,PieniPippeli
224466363162833693,87460,88741,76561198398225818,Skoger
394150016721015116,87592,88873,76561197980401280,Fanaatti
3557544326020828633,88279,89560,76561197981134839,Keisar1
7054748630273685612,92141,93422,76561198004292307,MrDorsi
7166953581457880660,93353,94634,76561197981134839,Keisar1
5357198126796032984,97778,99059,76561197980850558,KKKONG--
2034911701646089944,97817,99098,76561197992646865,Lyomis
5627944537417875404,97856,99137,76561197981134839,Keisar1
1013422122393109997,98193,99481,76561198013827407,Pipsa_Possu
1968572462444651352,99104,100392,76561197984235105,PieniPippeli
