unique_id,start_tick,end_tick,thrower_steamid,thrower_name
2616255805879995705,11827,13115,76561198398225818,Skoger
2922471498760394064,13807,15095,76561197980850558,KKKONG--
2940592378286533769,15804,17092,76561198004292307,MrDorsi
6796746736669995404,15982,17270,76561197981134839,Keisar1
5059317730209882580,21010,22298,76561198398225818,Skoger
3847304297001661069,21694,22975,76561198004277049,ODSMO
5265801696925663802,22426,23707,76561197985108819,GAMPLAAJA
2421936379764094419,23657,24938,76561198013827407,Pipsa_Possu
5237526378806399528,23813,25101,76561197980850558,KKKONG--
7222433863880336026,24678,25959,76561197992646865,Lyomis
4138523621049430240,29319,30607,76561198398225818,Skoger
7737548337525255443,30167,31455,76561198004292307,MrDorsi
4285680242250050394,30306,31587,76561197984235105,PieniPippeli
1139264338052273082,30354,31635,76561198013827407,Pipsa_Possu
8000058678983263862,31990,32964,76561197992646865,Lyomis
9062739687381281904,34810,36091,76561198013827407,Pipsa_Possu
5420340054707527763,34903,36191,76561198398225818,Skoger
4770593334612270434,35984,37265,76561197985108819,GAMPLAAJA
5923662206515556308,36601,37882,76561198004277049,ODSMO
1748494257210957404,37350,37973,76561197992646865,Lyomis
2448515163729022413,37612,37973,76561198004292307,MrDorsi
7027357828864398423,39890,40955,76561197980401280,Fanaatti
8512280018303803708,39933,40955,76561198398225818,Skoger
3907202635631627184,39999,40955,76561198004292307,MrDorsi
5716882987707596249,42713,43994,76561197984235105,PieniPippeli
8874162978505715866,43616,44904,76561197980850558,KKKONG--
2201272420679967217,45338,46626,76561197980401280,Fanaatti
2980893632833562193,46154,47442,76561197981134839,Keisar1
7880216263229174184,50744,52032,76561198398225818,Skoger
3146124493397818762,52002,53290,76561197981134839,Keisar1
7985284798982784732,52937,54225,76561197980850558,KKKONG--
4473463233970731480,55971,57252,76561197984235105,PieniPippeli
2764795788768770948,57027,58315,76561197980401280,Fanaatti
4229547205412750233,57106,58397,76561198013827407,Pipsa_Possu
8728023763537966060,59626,60914,76561198004292307,MrDorsi
1332661001208140871,59941,61222,76561198004277049,ODSMO
4955298829575423173,60281,61565,76561197992646865,Lyomis
8345277444849974029,63850,65131,76561198013827407,Pipsa_Possu
2565848783936975811,64341,65629,76561198398225818,Skoger
3817205497686038438,64580,65868,76561198004277049,ODSMO
6391118466936581081,66220,67501,76561197992646865,Lyomis
1259329839895903148,66870,68158,76561197980401280,Fanaatti
7183588168132444885,67001,68289,76561197980850558,KKKONG--
8627849759935105081,67517,68798,76561197985108819,GAMPLAAJA
7658720920056704859,68999,70287,76561197981134839,Keisar1
2105306509592161251,69652,70474,76561198004292307,MrDorsi
7541978867764597390,72328,73616,76561198398225818,Skoger
7231433102816436461,76370,77658,76561197984235105,PieniPippeli
5327646770393201041,80017,81298,76561198398225818,Skoger
3737082527471328090,81247,82528,76561197981134839,Keisar1
9084251901740330452,81588,82869,76561198013827407,Pipsa_Possu
3456324934673912501,81599,82880,76561197980401280,Fanaatti
6761447183411828147,84853,86134,76561198004292307,MrDorsi
7367090400467508257,86745,88033,76561197984235105,PieniPippeli
2128399592684090748,87460,88741,76561198398225818,Skoger
6887584536282812681,87592,88873,76561197980401280,Fanaatti
523627630073797222,88279,89560,76561197981134839,Keisar1
2374651385407039173,92141,93422,76561198004292307,MrDorsi
8115160081334180393,93353,94634,76561197981134839,Keisar1
8875835316222930365,97778,99059,76561197980850558,KKKONG--
9145993087851053893,97817,99098,76561197992646865,Lyomis
3298898552945388528,97856,99137,76561197981134839,Keisar1
8453486478195945111,98193,99481,76561198013827407,Pipsa_Possu
109617366915394764,99104,100392,76561197984235105,PieniPippeli
