unique_id,start_tick,end_tick,thrower_steamid,thrower_name
3218117609900231283,11827,13115,76561198398225818,Skoger
4980450727118691747,13807,15095,76561197980850558,KKKONG--
3041600441374419556,15804,17092,76561198004292307,MrDorsi
8315473727416102482,15982,17270,76561197981134839,Keisar1
4864521463315568435,21010,22298,76561198398225818,Skoger
7927634803364964438,21694,22975,76561198004277049,ODSMO
7267708460565465413,22426,23707,76561197985108819,GAMPLAAJA
1216913497501540527,23657,24938,76561198013827407,Pipsa_Possu
8130597251311872556,23813,25101,76561197980850558,KKKONG--
5692275162744772208,24678,25959,76561197992646865,Lyomis
6353931406856243526,29319,30607,76561198398225818,Skoger
4524482452520072777,30167,31455,76561198004292307,MrDorsi
3522137983768683633,30306,31587,76561197984235105,PieniPippeli
6950936109551517267,30354,31635,76561198013827407,Pipsa_Possu
3967020733294159754,31990,32964,76561197992646865,Lyomis
582765760422755294,34810,36091,76561198013827407,Pipsa_Possu
6954226835672049206,34903,36191,76561198398225818,Skoger
8194069269900407866,35984,37265,76561197985108819,GAMPLAAJA
7858286338608727283,36601,37882,76561198004277049,ODSMO
8597735072354652078,37350,37973,76561197992646865,Lyomis
2727288534384240993,37612,37973,76561198004292307,MrDorsi
5281842201576692260,39890,40955,76561197980401280,Fanaatti
3322450612633117499,39933,40955,76561198398225818,Skoger
6503496429954888858,39999,40955,76561198004292307,MrDorsi
2362530246611482870,42713,43994,76561197984235105,PieniPippeli
6463252448801369372,43616,44904,76561197980850558,KKKONG--
7786386305271879120,45338,46626,76561197980401280,Fanaatti
472691864315143664,46154,47442,76561197981134839,Keisar1
8333348618135720415,50744,52032,76561198398225818,Skoger
7979869725433426041,52002,53290,76561197981134839,Keisar1
5084441722824427547,52937,54225,76561197980850558,KKKONG--
4538148022384352594,55971,57252,76561197984235105,PieniPippeli
3281642628114956370,57027,58315,76561197980401280,Fanaatti
4216593743616417680,57106,58397,76561198013827407,Pipsa_Possu
3238202186342520451,59626,60914,76561198004292307,MrDorsi
3247416958038602709,59941,61222,76561198004277049,ODSMO
2765633983844274768,60281,61565,76561197992646865,Lyomis
8947577330708825859,63850,65131,76561198013827407,Pipsa_Possu
3395684267730329690,64341,65629,76561198398225818,Skoger
1555219229609720000,64580,65868,76561198004277049,ODSMO
7232238467311987143,66220,67501,76561197992646865,Lyomis
8234658482236571846,66870,68158,76561197980401280,Fanaatti
2521076647202637067,67001,68289,76561197980850558,KKKONG--
8197385826046604167,67517,68798,76561197985108819,GAMPLAAJA
7003712887033570347,68999,70287,76561197981134839,Keisar1
2963958470887625375,69652,70474,76561198004292307,MrDorsi
6685002831341672838,72328,73616,76561198398225818,Skoger
6232446198882473309,76370,77658,76561197984235105,PieniPippeli
8122986223283760801,80017,81298,76561198398225818,Skoger
8658298104181227610,81247,82528,76561197981134839,Keisar1
1481824797151137808,81588,82869,76561198013827407,Pipsa_Possu
4445331530124110651,81599,82880,76561197980401280,Fanaatti
1992013264549096775,84853,86134,76561198004292307,MrDorsi
6110751320806493489,86745,88033,76561197984235105,PieniPippeli
6850062142546352423,87460,88741,76561198398225818,Skoger
2754037442825564469,87592,88873,76561197980401280,Fanaatti
9389183147929666,88279,89560,76561197981134839,Keisar1
3876106346740830766,92141,93422,76561198004292307,MrDorsi
6809407009881155062,93353,94634,76561197981134839,Keisar1
7658381871963011312,97778,99059,76561197980850558,KKKONG--
2561874278818876204,97817,99098,76561197992646865,Lyomis
4397570347773102228,97856,99137,76561197981134839,Keisar1
1309489184534500325,98193,99481,76561198013827407,Pipsa_Possu
2497075460676655867,99104,100392,76561197984235105,PieniPippeli
